"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","POSTID","URL","TEXTO","FECHA","COMMENTS","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund","...13","datahoraposi"
"119","Der Schmetterling ist das Plakatmotiv des 30. Elbhangfestes 2022 als Symbol für Auferstehung und Wandel.

2021 + 2020 musste das Elbhangfest auf Grund der Pandemie ausgesetzt werden. Mit dem kommenden Sommer steigt die Hoffnung, dass das Straßen- und Gartenfest im Juni stattfinden und Anwohner und Besucher glücklich machen kann.

Zwischen dem 24. – 26. Juni 2022 warten 200 Künstler, 11 Bühnen und Dampfer-Shuttle auf die Gäste.

Gern unterstütze ich für die fest am Dresdner Elbhang verankerte Veranstaltung und den Veranstalter des Festes, den gemeinnützigen Elbhangfest e. V. im Wahlkreis 160.

Unterstützen auch Sie mit dem Kauf eines Tickets das Stattfinden des Elbhangfestes!

Bis zum 30. April 2022 sollen insgesamt 25.000 Karten verkauft sein. Sonst droht erneut die Absage des Festes - was wirklich sehr schade wäre. In dem Fall erhalten alle Käufer den Kaufpreis erstattet. Kinder bis 18 Jahre haben freien Eintritt.

Auf das es heißen kann : ""Gute Gründe für Fantasie!""

https://www.lars-rohwer.de/aktuelles/2022/tickets-kaufen-elbhangfest-ermoeglichen","2022-02-07T22:00:44","Publicación de Instagram",149,2,NA,NA,0,0,"2022-02-07","22:00:44","hmetterlin","https://www.instagram.com/p/CZtC0HAK01d/","Der Schmetterling ist das Plakatmotiv des 30. Elbhangfestes 2022 als Symbol für Auferstehung und Wandel.

2021 + 2020 musste das Elbhangfest auf Grund der Pandemie ausgesetzt werden. Mit dem kommenden Sommer steigt die Hoffnung, dass das Straßen- und Gartenfest im Juni stattfinden und Anwohner und Besucher glücklich machen kann.

Zwischen dem 24. – 26. Juni 2022 warten 200 Künstler, 11 Bühnen und Dampfer-Shuttle auf die Gäste.

Gern unterstütze ich für die fest am Dresdner Elbhang verankerte Veranstaltung und den Veranstalter des Festes, den gemeinnützigen Elbhangfest e. V. im Wahlkreis 160.

Unterstützen auch Sie mit dem Kauf eines Tickets das Stattfinden des Elbhangfestes!

Bis zum 30. April 2022 sollen insgesamt 25.000 Karten verkauft sein. Sonst droht erneut die Absage des Festes - was wirklich sehr schade wäre. In dem Fall erhalten alle Käufer den Kaufpreis erstattet. Kinder bis 18 Jahre haben freien Eintritt.

Auf das es heißen kann : ""Gute Gründe für Fantasie!""

https://www.lars-rohwer.de/aktuelles/2022/tickets-kaufen-elbhangfest-ermoeglichen
12 Wo.",2022-02-08,0,"symboleworter","worter","gebastelt","freizeit","Elbhangfestes 2022",1,"Einladung",NA,2022-02-07 22:00:44
"120","…aber ist es wahrlich nicht. #Kuba 🇨🇺 ist ein #Unrechtsstaat und kein friedliches Urlaubsland. Da der Dresdner #Luis Frómeta Compte seit letztem Jahr unschuldig als politischer Gefangener im Gefängnis sitzt, habe ich die #PolitischePatenschaft der Internationale Gesellschaft für Menschenrechte für ihn übernommen. Und wir werden nicht ruhen, bis er gesund wieder zurück in Deutschland in Freiheit ist.
#FreeLuis #FreeKuba #Menschenrechte","2022-02-06T22:00:17","Publicación de Instagram",283,7,NA,NA,0,0,"2022-02-06","22:00:17","ist es wah","https://www.instagram.com/p/CZqd96UqeJe/","…aber ist es wahrlich nicht. #Kuba 🇨🇺 ist ein #Unrechtsstaat und kein friedliches Urlaubsland. Da der Dresdner #Luis Frómeta Compte seit letztem Jahr unschuldig als politischer Gefangener im Gefängnis sitzt, habe ich die #PolitischePatenschaft der Internationale Gesellschaft für Menschenrechte für ihn übernommen. Und wir werden nicht ruhen, bis er gesund wieder zurück in Deutschland in Freiheit ist.
#FreeLuis #FreeKuba #Menschenrechte
12 Wo.",2022-02-07,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-06 22:00:17
"121","…aber die Proteste 🪧 in #Kuba 🇨🇺 werden seit letztem Jahr durch Polizeieinsätze brutal niedergeschlagen. Dabei ist im Sommer letzten Jahres auch ein Demonstrant ums Leben gekommen und seitdem sitzen Tausende politische Häftlinge in Haft. Einer von Ihnen ist der Dresdner #Luis Frómeta Compte, der in einem (Schau-)Prozess kurz vor Weihnachten zu 25 Jahren Haft verurteilt worden ist.
#FreeLuis #FreeKuba #Menschenrechte","2022-02-05T22:00:54","Publicación de Instagram",245,6,NA,NA,1,2,"2022-02-05","22:00:54","die Protes","https://www.instagram.com/p/CZn5Pg5KOQW/","…aber die Proteste 🪧 in #Kuba 🇨🇺 werden seit letztem Jahr durch Polizeieinsätze brutal niedergeschlagen. Dabei ist im Sommer letzten Jahres auch ein Demonstrant ums Leben gekommen und seitdem sitzen Tausende politische Häftlinge in Haft. Einer von Ihnen ist der Dresdner #Luis Frómeta Compte, der in einem (Schau-)Prozess kurz vor Weihnachten zu 25 Jahren Haft verurteilt worden ist.
#FreeLuis #FreeKuba #Menschenrechte
12 Wo.",2022-02-06,1,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-05 22:00:54
"122","…aber der Schein trügt. Leider.
#Kuba 🇨🇺 missachtet die #Menschenrechte. Dem Dresdner #Luis Frómeta Compte wird der nach der UN-Menschenrechtskonvention zustehende Zugang zu deutschen Diplomaten durch die kubanischen Behörden verwehrt.
Deutschland gewährt diesen selbstverständlich  jederzeit. Eine Familie aus Dresden vermisst seit letztem Sommer ihren Ehemann und Vater.
#FreeLuis #FreeKuba","2022-02-04T22:00:32","Publicación de Instagram",238,9,NA,NA,0,0,"2022-02-04","22:00:32","der Schein","https://www.instagram.com/p/CZlUaA7qshU/","…aber der Schein trügt. Leider.
#Kuba 🇨🇺 missachtet die #Menschenrechte. Dem Dresdner #Luis Frómeta Compte wird der nach der UN-Menschenrechtskonvention zustehende Zugang zu deutschen Diplomaten durch die kubanischen Behörden verwehrt.
Deutschland gewährt diesen selbstverständlich jederzeit. Eine Familie aus Dresden vermisst seit letztem Sommer ihren Ehemann und Vater.
#FreeLuis #FreeKuba
12 Wo.",2022-02-05,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-04 22:00:32
"123","Dem gesamten 🇩🇪 #Olympia-Team wünschen wir viel Erfolg bei den Olympischen Winterspielen in #Peking! 💪

Francesco Friedrich im Bob 🚄 und Anna Seidel Short-Track ⛸ alles Gute 🍀 das nötige Quäntchen Glück 🥲 für den Erfolg! 💪

Nichtsdestotrotz müssen wir kritisch die andere Seite der Medaille betrachten: Verletzungen der #Menschenrechte, über 1 Mio. unschuldige Uiguren in Internierungslagern sowie Präsident Xis aggressive Innen- und Außenpolitik widersprechen dem olympischen Gedanken.","2022-02-04T12:11:43","Publicación de Instagram",140,8,NA,NA,0,0,"2022-02-04","12:11:43","samten 🇩🇪 ","https://www.instagram.com/p/CZkRBYiKg_C/","Dem gesamten 🇩🇪 #Olympia-Team wünschen wir viel Erfolg bei den Olympischen Winterspielen in #Peking! 💪

Francesco Friedrich im Bob 🚄 und Anna Seidel Short-Track ⛸ alles Gute 🍀 das nötige Quäntchen Glück 🥲 für den Erfolg! 💪

Nichtsdestotrotz müssen wir kritisch die andere Seite der Medaille betrachten: Verletzungen der #Menschenrechte, über 1 Mio. unschuldige Uiguren in Internierungslagern sowie Präsident Xis aggressive Innen- und Außenpolitik widersprechen dem olympischen Gedanken.
12 Wo.",2022-02-04,0,"text","worter","gebastelt","Sport","Olympischen",1,"Glückwunsch",NA,2022-02-04 12:11:43
"124","…aber in dem schönen Urlaubsland #Kuba 🇨🇺 muss man aufpassen, ob man nicht im Gefängnis landet. Der Dresdner #Luis Frómeta Compte mit doppelter Staatsbürgerschaft von Kuba & Deutschland wurde verhaftet, als er im Urlaub 🧳 einen Polizeieinsatz gegen eine Demonstration filmte. Kurz vor Weihnachten wurde er zu 25 Jahren Haft verurteilt und sitzt seitdem unrechtmässig in Haft.
#FreeLuis #FreeKuba #Menschenrechte","2022-02-03T22:00:36","Publicación de Instagram",201,3,NA,NA,0,0,"2022-02-03","22:00:36","in dem sch","https://www.instagram.com/p/CZivno7u7Ze/","…aber in dem schönen Urlaubsland #Kuba 🇨🇺 muss man aufpassen, ob man nicht im Gefängnis landet. Der Dresdner #Luis Frómeta Compte mit doppelter Staatsbürgerschaft von Kuba & Deutschland wurde verhaftet, als er im Urlaub 🧳 einen Polizeieinsatz gegen eine Demonstration filmte. Kurz vor Weihnachten wurde er zu 25 Jahren Haft verurteilt und sitzt seitdem unrechtmässig in Haft.
#FreeLuis #FreeKuba #Menschenrechte
13 Wo.",2022-02-04,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-03 22:00:36
"125","…aber dem in #Kuba 🇨🇺 zu Unrecht zu 25 Jahren Haft verurteilten Dresdners #Luis Frómeta Compte mit Deutsch-Kubanischer Doppelstaatsbürgerschaft wird kein Zugang zu deutschen Diplomaten gewährt. Dem seit 1986 in Deutschland lebenden Kubaners wird die deutsche Staatsbürgerschaft einfach von den kubanischen Behörden negiert. Eine klare #Menschenrechtsverletzung.
#FreeLuis #FreeKuba #Menschenrechte","2022-02-02T22:00:24","Publicación de Instagram",230,12,NA,NA,0,0,"2022-02-02","22:00:24","dem in #Ku","https://www.instagram.com/p/CZgKzPNv2sg/","…aber dem in #Kuba 🇨🇺 zu Unrecht zu 25 Jahren Haft verurteilten Dresdners #Luis Frómeta Compte mit Deutsch-Kubanischer Doppelstaatsbürgerschaft wird kein Zugang zu deutschen Diplomaten gewährt. Dem seit 1986 in Deutschland lebenden Kubaners wird die deutsche Staatsbürgerschaft einfach von den kubanischen Behörden negiert. Eine klare #Menschenrechtsverletzung.
#FreeLuis #FreeKuba #Menschenrechte
13 Wo.",2022-02-03,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-02 22:00:24
"126","Der #Bundeshaushalt ist kein Wünsch-dir-was...
liebe Bundesregierung

#SpickzettelDesTages","2022-02-02T12:57:53","Publicación de Instagram",202,8,NA,NA,0,0,"2022-02-02","12:57:53","undeshaush","https://www.instagram.com/p/CZfMtwYKL2l/","Der #Bundeshaushalt ist kein Wünsch-dir-was...
liebe Bundesregierung

#SpickzettelDesTages
13 Wo.",2022-02-02,0,"text","worter","gebastelt","Haushalt",NA,1,"böse",NA,2022-02-02 12:57:53
"127","…aber in #Kuba 🇨🇺 gibt es keine rechtsstaatlichen Prozesse. Der Dresdner #Luis Frómeta Compte war bereits vorverurteilt in einem politischen (Schau-)Prozess. Ergebnis: 25 Jahren Haft!
Als ein Verwandter für seine Unschuld ausgesagt hat, wurde dieser noch im Gerichtssaal verhaftet.
#FreeLuis #FreeKuba","2022-02-01T22:00:11","Publicación de Instagram",249,11,NA,NA,0,0,"2022-02-01","22:00:11","in #Kuba 🇨","https://www.instagram.com/p/CZdl-0lKttn/","…aber in #Kuba 🇨🇺 gibt es keine rechtsstaatlichen Prozesse. Der Dresdner #Luis Frómeta Compte war bereits vorverurteilt in einem politischen (Schau-)Prozess. Ergebnis: 25 Jahren Haft!
Als ein Verwandter für seine Unschuld ausgesagt hat, wurde dieser noch im Gerichtssaal verhaftet.
#FreeLuis #FreeKuba
13 Wo.",2022-02-02,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-02-01 22:00:11
"128","Gute Nachricht für Hausbauer und Handwerker: Die 🚦 knickt ein!
24.000 KfW-Anträge für energieeffizientes Bauen werden doch noch bearbeitet. Der Druck der Union auf die Regierung hat gewirkt. 

Eins ist klar: Ohne Planungssicherheit kein Bau-Boom. Die CDU/CSU-Bundestagsfraktion steht auf der Seite der Häuslebauer.🏡","2022-02-01T12:00:58","Publicación de Instagram",152,10,NA,NA,0,0,"2022-02-01","12:00:58","achricht f","https://www.instagram.com/p/CZchZ8wIuS9/","Gute Nachricht für Hausbauer und Handwerker: Die 🚦 knickt ein!
24.000 KfW-Anträge für energieeffizientes Bauen werden doch noch bearbeitet. Der Druck der Union auf die Regierung hat gewirkt.

Eins ist klar: Ohne Planungssicherheit kein Bau-Boom. Die CDU/CSU-Bundestagsfraktion steht auf der Seite der Häuslebauer.🏡
13 Wo.",2022-02-01,0,"Unterseiteworter","inzwischen","gebastelt","Energie","kfw-Förderstopp",1,"böse",NA,2022-02-01 12:00:58
"129","Herr #Lauterbach, bitte endlich handeln!
@bundesgesundheitsministerium","2022-02-01T10:00:17","Publicación de Instagram",148,14,NA,NA,0,2,"2022-02-01","10:00:17","Lauterbach","https://www.instagram.com/p/CZcTmFtIJ0L/","Herr #Lauterbach, bitte endlich handeln!
@bundesgesundheitsministerium
13 Wo.",2022-02-01,0,"worter","worter","gebastelt","CORONA","Genesenenstatus",1,"böse",NA,2022-02-01 10:00:17
"130","Morgen ist es soweit, ich werde 50. 😉
Coronabedingt gibt es keine große Party, die holen wir im Sommer nach. Versprochen!

Trotzdem möchte ich bereits jetzt mit euch etwas feiern 🙌 und bitte um Spenden für ganz wunderbare ehrenamtliche Projekte in den Bereichen Kunst, Natur, Kirche, Gemeinschaft und Sport im #Wahlkreis160.
Im Link in der Bio werden alle Projekte vorgestellt - inklusive Kontonummern und jeweiligem Spendenziel.

#50geburtstag #Spenden statt #Blumen und #Getränke #Ehrenamt unterstützen","2022-01-31T10:00:55","Publicación de Instagram",195,11,NA,NA,1,0,"2022-01-31","10:00:55"," ist es so","https://www.instagram.com/p/CZZu36TKx5v/","Morgen ist es soweit, ich werde 50. 😉
Coronabedingt gibt es keine große Party, die holen wir im Sommer nach. Versprochen!

Trotzdem möchte ich bereits jetzt mit euch etwas feiern 🙌 und bitte um Spenden für ganz wunderbare ehrenamtliche Projekte in den Bereichen Kunst, Natur, Kirche, Gemeinschaft und Sport im #Wahlkreis160.
Im Link in der Bio werden alle Projekte vorgestellt - inklusive Kontonummern und jeweiligem Spendenziel.

#50geburtstag #Spenden statt #Blumen und #Getränke #Ehrenamt unterstützen
13 Wo.",2022-01-31,0,"worter","worter","gebastelt","Spendenaktion",NA,1,"Einladung",NA,2022-01-31 10:00:55
"131","…aber seit dem Sommer letzten Jahres sitzt #Luis Frómeta Compte zu Unrecht in #Kuba 🇨🇺 hinter Gittern. Er hat nur einen Polizeieinsatz gegen eine Demonstration gefilmt. Kurz vor Weihnachten wurde er zu 25 Jahren Haft in einem (Schau-)Prozess verurteilt.
#FreeLuis #FreeKuba","2022-01-30T22:00:53","Publicación de Instagram",253,9,NA,NA,0,0,"2022-01-30","22:00:53","seit dem S","https://www.instagram.com/p/CZYceMjKose/","…aber seit dem Sommer letzten Jahres sitzt #Luis Frómeta Compte zu Unrecht in #Kuba 🇨🇺 hinter Gittern. Er hat nur einen Polizeieinsatz gegen eine Demonstration gefilmt. Kurz vor Weihnachten wurde er zu 25 Jahren Haft in einem (Schau-)Prozess verurteilt.
#FreeLuis #FreeKuba
13 Wo.",2022-01-31,0,"landschaftworter","inzwischen","gebastelt","Partenschaft",NA,1,"Aktion",NA,2022-01-30 22:00:53
"132","Am #Montag ist für viele Familien in Deutschland der #Traum vom #Eigenheim geplatzt. Ohne Vorwarnung ❗️wurde die KfW-Förderung für energieeffiziente Neubauten und Sanierungen vom @bmwk_bund gestoppt.

24.000 bereits gestellte Anträge sind vom #Förderstopp betroffen. Diese Entscheidung hat viel Vertrauen zerstört und schadet am Ende auch dem #Klimaschutz.

‼️ Wir fordern: Der Förderstopp muss rückgängig gemacht und bereits gestellte Anträge bearbeitet werden. Dazu werden wir einen Entschließungsantrag in den #Bundestag einbringen.
Was wir konkret fordern
➡️ https://cducsu.cc/3o849Un

@cducsubt","2022-01-30T10:33:48","Publicación de Instagram",238,6,NA,NA,0,0,"2022-01-30","10:33:48","ntag ist f","https://www.instagram.com/p/CZXN10xo_dh/","Am #Montag ist für viele Familien in Deutschland der #Traum vom #Eigenheim geplatzt. Ohne Vorwarnung ❗️wurde die KfW-Förderung für energieeffiziente Neubauten und Sanierungen vom @bmwk_bund gestoppt.

24.000 bereits gestellte Anträge sind vom #Förderstopp betroffen. Diese Entscheidung hat viel Vertrauen zerstört und schadet am Ende auch dem #Klimaschutz.

‼️ Wir fordern: Der Förderstopp muss rückgängig gemacht und bereits gestellte Anträge bearbeitet werden. Dazu werden wir einen Entschließungsantrag in den #Bundestag einbringen.
Was wir konkret fordern
➡️ https://cducsu.cc/3o849Un

@cducsubt
13 Wo.",2022-01-30,0,"worter","worter","gebastelt","Energie","kfw-Förderstopp",1,"böse",NA,2022-01-30 10:33:48
"133","Seit der letzten Woche gibt es große Aufregung um die Gültigkeit des #Genesenenstatus. Auch ich bin persönlich sehr verärgert über die Art und Weise, wie Herr #Lauterbach dies kommuniziert - oder besser NICHT KOMMUNIZIERT hat.
Deshalb habe ich mich an den Wissenschaftlichen Dienst des #Bundestages gewandt und um eine Einschätzung gebeten, ob diese Delegation an das RKI so geht.

#Fazit: Der Verweis auf eine Homepage des Robert-Koch-Instituts ist #kritisch, #problematisch und mindestens #fragwürdig! Mit dem Verweis auf die Homepage soll “eine kontinuierliche, dem jeweils aktuellen wissenschaftlichen Erkenntnisstand entsprechende Weiterentwicklung der Definition des Genesenennachweis ermöglicht” werden. Gerade weil ich die wissenschaftliche Arbeit des #RKI respektiere, maße ich mir nicht an, es fachlich besser zu wissen. Jedoch bleibt die COVID-19-Schutzmaßnahmen-Ausnahmenverordnung (was für ein Wortungetüm 😩) ein #Eingriff in die #Freiheitsrechte von uns Bürgerinnen und Bürgern. Die Regelung des Nachweises von Geimpft und Genesen bildet die Grundlage für eine Reihe von Konsequenzen für jede einzelne Person von uns. Dies regelt die Bundesregierung nicht selbst, sondern sie überlässt es einer weiteren Stelle, in diesem Fall dem RKI.

Die #Verantwortung dafür muss aber weiterhin beim #Parlament liegen und hier wurden wir Parlamentarier nicht im Vorfeld umfassend informiert. Schlimmer noch, es wurde uns gar nicht angezeigt, dass dies geändert werden könnte, es war ausschließlich die Änderung der Quarantäneregelung kommuniziert worden.

🤜 Mittlerweile ist der Genesenenstatus europaweit bei sechs Monaten geeint, Herr Lauterbach ändern Sie diesen von Ihnen beschrittenen deutschen Sonderweg! 🤛","2022-01-29T17:32:02","Publicación de Instagram",348,31,NA,NA,0,2,"2022-01-29","17:32:02","er letzten","https://www.instagram.com/p/CZVY6OmImcG/","Seit der letzten Woche gibt es große Aufregung um die Gültigkeit des #Genesenenstatus. Auch ich bin persönlich sehr verärgert über die Art und Weise, wie Herr #Lauterbach dies kommuniziert - oder besser NICHT KOMMUNIZIERT hat.
Deshalb habe ich mich an den Wissenschaftlichen Dienst des #Bundestages gewandt und um eine Einschätzung gebeten, ob diese Delegation an das RKI so geht.

#Fazit: Der Verweis auf eine Homepage des Robert-Koch-Instituts ist #kritisch, #problematisch und mindestens #fragwürdig! Mit dem Verweis auf die Homepage soll “eine kontinuierliche, dem jeweils aktuellen wissenschaftlichen Erkenntnisstand entsprechende Weiterentwicklung der Definition des Genesenennachweis ermöglicht” werden. Gerade weil ich die wissenschaftliche Arbeit des #RKI respektiere, maße ich mir nicht an, es fachlich besser zu wissen. Jedoch bleibt die COVID-19-Schutzmaßnahmen-Ausnahmenverordnung (was für ein Wortungetüm 😩) ein #Eingriff in die #Freiheitsrechte von uns Bürgerinnen und Bürgern. Die Regelung des Nachweises von Geimpft und Genesen bildet die Grundlage für eine Reihe von Konsequenzen für jede einzelne Person von uns. Dies regelt die Bundesregierung nicht selbst, sondern sie überlässt es einer weiteren Stelle, in diesem Fall dem RKI.

Die #Verantwortung dafür muss aber weiterhin beim #Parlament liegen und hier wurden wir Parlamentarier nicht im Vorfeld umfassend informiert. Schlimmer noch, es wurde uns gar nicht angezeigt, dass dies geändert werden könnte, es war ausschließlich die Änderung der Quarantäneregelung kommuniziert worden.

🤜 Mittlerweile ist der Genesenenstatus europaweit bei sechs Monaten geeint, Herr Lauterbach ändern Sie diesen von Ihnen beschrittenen deutschen Sonderweg! 🤛
13 Wo.",2022-01-30,0,"spontanlars","bild","spontan","CORONA","Genesenenstatus",1,"böse",NA,2022-01-29 17:32:02
"134","💶 60 Mrd. Euro Kreditermächtigungen will die Ampel 🚥 an der #Schuldenbremse vorbeischmuggeln.
Dabei steht sie doch im #Grundgesetz ❗️

Dieser Nachtragshaushalt ist verfassungsrechtlich fragwürdig!
Daher klage ich zusammen mit den anderen Abgeordneten der CDU/CSU-Bundestagsfraktion in Karlsruhe. ⚖","2022-01-28T00:00:30","Publicación de Instagram",178,6,NA,NA,0,0,"2022-01-28","00:00:30","rd. Euro K","https://www.instagram.com/p/CZQ7xoPq1r9/","💶 60 Mrd. Euro Kreditermächtigungen will die Ampel 🚥 an der #Schuldenbremse vorbeischmuggeln.
Dabei steht sie doch im #Grundgesetz ❗️

Dieser Nachtragshaushalt ist verfassungsrechtlich fragwürdig!
Daher klage ich zusammen mit den anderen Abgeordneten der CDU/CSU-Bundestagsfraktion in Karlsruhe. ⚖
13 Wo.",2022-01-28,0,"symboleworter","worter","gebastelt","Haushalt","Klage",1,"böse",NA,2022-01-28 00:00:30
"135","Fertsch! - Die 1. Rede im Deutschen #Bundestag steht. Heute gg. 12.40 Uhr ⏰ geht es in die Bütt. Thema: #Milieuschutz","2022-01-27T16:21:31","Publicación de Instagram",253,36,NA,NA,5,0,"2022-01-27","16:21:31","h! - Die 1","https://www.instagram.com/p/CZQHP68KHoE/","Fertsch! - Die 1. Rede im Deutschen #Bundestag steht. Heute gg. 12.40 Uhr ⏰ geht es in die Bütt. Thema: #Milieuschutz
13 Wo.",2022-01-28,3,"aktivitäten","bild","spontan","Bundestag","Wohnung",1,"aktivitäten_teilen",NA,2022-01-27 16:21:31
"136","#weRemember #NieWieder
#Antisemitismus #wirErinnern
#wirGedenken #DresdenGedenken","2022-01-27T15:29:17","Publicación de Instagram",173,12,NA,NA,0,0,"2022-01-27","15:29:17","ember #Nie","https://www.instagram.com/p/CZQBRaGKJN9/","#weRemember #NieWieder
#Antisemitismus #wirErinnern
#wirGedenken #DresdenGedenken
13 Wo.",2022-01-27,0,"Unterseiteworter","inzwischen","profesional","Erinnerungskultur",NA,1,"erinnen",NA,2022-01-27 15:29:17
"137","#weRemember #NieWieder #wirgedenken 
#dresdengedenken","2022-01-26T22:00:32","Publicación de Instagram",248,32,NA,NA,0,0,"2022-01-26","22:00:32","ember #Nie","https://www.instagram.com/p/CZOJQJMILFB/","#weRemember #NieWieder #wirgedenken
#dresdengedenken
Bearbeitet · 13 Wo.",2022-01-27,0,"spontanlars","bild","spontan","Erinnerungskultur",NA,1,"erinnen",NA,2022-01-26 22:00:32
"138","Im November/Dezember 2021 sind viele Menschen trotz zweifacher Impfung an der Delta-Variante des Virus erkrankt. Viele haben mir gesagt, ohne die Impfung wäre es nicht durchzustehen gewesen. Die präventive Wirkung hat funktioniert. Diejenigen hatten nun einen Genesenenstatus bis Mai/Juni 2022, seit dem 15. Januar ist dies anders. Dies sorgt verständlicherweise für Unmut in der Bevölkerung. Genesene verlieren nun sofort nach drei Monaten ihren Status, eine Stichtagsregelung wäre besser gewesen, Herr #Lauterbach.

Viele gutmütige Menschen empfinden das als Willkür in der aktuellen Corona-Politik - kurz vor den Winterferien im Februar müssen sie nochmal mit „altem“ mRNA-Impfstoff boostern. 

Vermutlich ist im Mai der „neue“ mRNA-Impfstoff - der auf #Omikron angepasst ist - am Start und dann wäre diese Impfung anknüpfend an die Genesung die logische Entscheidung. Der #Aktionismus von Karl Lauterbach führt nicht zu mehr Vertrauen in staatliches Agieren in der Pandemie.","2022-01-22T23:07:46","Publicación de Instagram",273,15,NA,NA,0,0,"2022-01-22","23:07:46","ember/Deze","https://www.instagram.com/p/CZD9xBZoi8f/","Im November/Dezember 2021 sind viele Menschen trotz zweifacher Impfung an der Delta-Variante des Virus erkrankt. Viele haben mir gesagt, ohne die Impfung wäre es nicht durchzustehen gewesen. Die präventive Wirkung hat funktioniert. Diejenigen hatten nun einen Genesenenstatus bis Mai/Juni 2022, seit dem 15. Januar ist dies anders. Dies sorgt verständlicherweise für Unmut in der Bevölkerung. Genesene verlieren nun sofort nach drei Monaten ihren Status, eine Stichtagsregelung wäre besser gewesen, Herr #Lauterbach.

Viele gutmütige Menschen empfinden das als Willkür in der aktuellen Corona-Politik - kurz vor den Winterferien im Februar müssen sie nochmal mit „altem“ mRNA-Impfstoff boostern.

Vermutlich ist im Mai der „neue“ mRNA-Impfstoff - der auf #Omikron angepasst ist - am Start und dann wäre diese Impfung anknüpfend an die Genesung die logische Entscheidung. Der #Aktionismus von Karl Lauterbach führt nicht zu mehr Vertrauen in staatliches Agieren in der Pandemie.
14 Wo.",2022-01-23,0,"worter","worter","gebastelt","CORONA","Genesenenstatus",1,"böse",NA,2022-01-22 23:07:46
"139","So, der CDU-#Bundesparteitag war ziemlich erfolgreich aus sächsischer Sicht. Wir haben die Wahlniederlage mit einer #Neuaufstellung beantwortet. Genug gejammert, jetzt wird wieder angegriffen.

#Deutschland braucht konservative Ideen, die das Bewahrenswerte erhalten und Modernes zulassen, wo Veränderungen nötig sind.

Herzlichen Glückwunsch 💐 an #Ministerpräsident Michael Kretschmer zur Wahl als Stellvertretender Bundesvorsitzender und Jessica #Heller für ein super 👍 Ergebnis in den #Bundesvorstand.

#teamCDU #CDUPT22 So geht sächsisch.","2022-01-22T14:17:40","Publicación de Instagram",228,18,NA,NA,0,0,"2022-01-22","14:17:40","r CDU-#Bun","https://www.instagram.com/p/CZDBGgsqZww/","So, der CDU-#Bundesparteitag war ziemlich erfolgreich aus sächsischer Sicht. Wir haben die Wahlniederlage mit einer #Neuaufstellung beantwortet. Genug gejammert, jetzt wird wieder angegriffen.

#Deutschland braucht konservative Ideen, die das Bewahrenswerte erhalten und Modernes zulassen, wo Veränderungen nötig sind.

Herzlichen Glückwunsch 💐 an #Ministerpräsident Michael Kretschmer zur Wahl als Stellvertretender Bundesvorsitzender und Jessica #Heller für ein super 👍 Ergebnis in den #Bundesvorstand.

#teamCDU #CDUPT22 So geht sächsisch.
Bearbeitet · 14 Wo.",2022-01-22,0,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"Glückwunsch",NA,2022-01-22 14:17:40
"140","Jetzt ❗️ Komm ins #teamCDU

In diesem Moment startet der Bundesparteitag der #CDU - sei live dabei auf CDU.TV und auf Phoenix - #CDUPT22","2022-01-22T01:30:24","Publicación de Instagram",168,17,NA,NA,0,0,"2022-01-22","01:30:24","❗️ Komm in","https://www.instagram.com/p/CZBpS0rq6Wa/","Jetzt ❗️ Komm ins #teamCDU

In diesem Moment startet der Bundesparteitag der #CDU - sei live dabei auf CDU.TV und auf Phoenix - #CDUPT22
Bearbeitet · 14 Wo.",2022-01-22,0,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"aktivitäten_teilen",NA,2022-01-22 01:30:24
"141","Heute ‼️ Bundesparteitag der #CDU

Wir starten wieder durch mit der #Neuwahl des Vorstandes. #Merz #teamCDU #CDUPT22 

Ab 09.30 Uhr auf CDU.TV und bei Phoenix.","2022-01-21T23:00:53","Publicación de Instagram",170,15,NA,NA,0,0,"2022-01-21","23:00:53","‼️ Bundesp","https://www.instagram.com/p/CZBYL0IKO6c/","Heute ‼️ Bundesparteitag der #CDU

Wir starten wieder durch mit der #Neuwahl des Vorstandes. #Merz #teamCDU #CDUPT22

Ab 09.30 Uhr auf CDU.TV und bei Phoenix.
Bearbeitet · 14 Wo.",2022-01-22,0,"worter","worter","gebastelt","CDU","Bundesparteitag",1,"aktivitäten_teilen",NA,2022-01-21 23:00:53
