"","texto","datahora","medio","Alcance","LIKES","rtas","cliks","comments","compartida","fecha","hora","datahoraposi","POSTID","datadate","FOTO","img_word","pro_spon","TEMA1","TEMA2","N_FOTOS","Grund"
"276","Mein klares Bekenntnis zu H2 als emissionsfreien Antriebsstoff","2021-09-24T01:00:01","Publicación de Facebook",334,7,NA,22,1,1,"2021-09-24","01:00:01",2021-09-24 01:00:01,"lares Beke",2021-09-24,NA,NA,NA,NA,NA,NA,NA
"277","⚡️ Jetzt gilt es, die Wahl 🗳 ist noch nicht entschieden. Bitte gehen Sie wählen und bestimmen Sie mit Ihrer #Erststimme mit, wer den #Wahlkreis160 Elbe, Röder & Dresdner Heide im nächsten #Bundestag vertritt.

#btw21 #26Sep #CDU #wegenmorgen #vollerEnergie #ROHWER2021","2021-09-23T21:02:47","Publicación de Facebook",542,26,NA,10,0,3,"2021-09-23","21:02:47",2021-09-23 21:02:47,"zt gilt es",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"278","❗️Wer nicht will, dass der #Wahlkreis160 am Sonntagabend #blau wird, wählt mit der #Erststimme Lars #ROHWER ‼️

#DasGUTEtun ✖ #Wählengehen 🗳

#btw21 #26Sep #CDU
#vollerEnergie in den #Bundestagswahl
Elbe, Röder & Dresdner Heide
#wegenmorgen
www.ROHWER2021.de","2021-09-23T09:00:02","Publicación de Facebook",915,32,NA,43,31,4,"2021-09-23","09:00:02",2021-09-23 09:00:02,"nicht will",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"279","#CDUwählen ✖ #Jetzt 🗳 #wegenmorgen 

#DasGUTEtun 🍀 #Wählengehen 💚

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER 
🤜 Weil's drauf ankommt 🤛","2021-09-23T06:00:06","Publicación de Facebook",309,10,NA,2,0,1,"2021-09-23","06:00:06",2021-09-23 06:00:06,"hlen ✖ #Je",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"280","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-23T02:30:39","Publicación de Facebook",298,7,NA,4,0,1,"2021-09-23","02:30:39",2021-09-23 02:30:39,"'s drauf a",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"281","Mein Bekenntnis zur Landwirtschaft und deren Förderung in unserem Land","2021-09-23T01:00:04","Publicación de Facebook",331,15,NA,18,0,4,"2021-09-23","01:00:04",2021-09-23 01:00:04,"ekenntnis ",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"282","👍 Ein Kaffee ☕️ am Morgen
vertreibt Kummer und Sorgen 😉

☝️ Heute Morgen tatkräftige #Unterstützung am #Frühstand in #Radeberg am #Bahnhof von Ingrid Petzold vom CDU Stadtverband Radeberg und von @Marcus Mündlein, dem Landesvorsitzenden der @JU Sachsen. 💪

#DasGUTEtun ✖️ #Wählengehen 🗳

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER
#Zweitstimme #ArminLaschet
#wegenmorgen","2021-09-23T00:00:32","Publicación de Facebook",702,18,NA,33,0,1,"2021-09-23","00:00:32",2021-09-23 00:00:32,"Kaffee ☕️ ",2021-09-23,NA,NA,NA,NA,NA,NA,NA
"283","Am Sonntag ist #Bundestagswahl 🗳 und sie ist noch nicht entschieden. Jede Stimme zählt. ✖

Ein herzlicher Dank 🙏 an Michael #Kretschmer für seine #Unterstützung zu meiner #Kandidatur. #DasGUTEtun. 🍀 #Wählengehen. 💚

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-22T21:00:01","Publicación de Facebook",878,29,NA,21,0,5,"2021-09-22","21:00:01",2021-09-22 21:00:01,"ntag ist #",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"284","Am Sonntag ist #Bundestagswahl 🗳 und sie ist wahrlich noch nicht entschieden. Jede Stimme zählt. ✖

Danke 🙏 Anne und Benjamin für eure #Unterstützung für meine #Kandidatur. 🤜 Wir lieben das Leben. 🤛
#Ottendorf-#Okrilla Ottendorf-Okrilla CDU Ottendorf-Okrilla

#DasGUTEtun 🍀 #Wählengehen 💚

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160 
Elbe, Röder & Dresdner Heide
#Erststimme #Rohwer
#Zweitstimme Armin Laschet
#wegenmorgen","2021-09-22T09:30:02","Publicación de Facebook",686,20,NA,34,1,0,"2021-09-22","09:30:02",2021-09-22 09:30:02,"ntag ist #",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"285","Mein Bekenntnis zur Marktwirtschaft gegen die Umverteilung bei der CO2-Bepreisung","2021-09-22T08:00:07","Publicación de Facebook",397,12,NA,54,1,1,"2021-09-22","08:00:07",2021-09-22 08:00:07,"ekenntnis ",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"286","Mit der Deutsche Post 🏤 sind diese Postkarten von mir an Wählerinnen und Wähler im #Wahlkreis160 in den vergangenen Tagen versandt worden.
Bei dieser #Bundestagswahl die #Mitte zu stärken und damit den Fliehkräften in unserer Gesellschaft Einhalt zu gebieten, erfordert offene #Augen 👀 und einen wachen #Geist.

Deutschland 🇩🇪 braucht eine stabile Regierung, in der aktuellen weltpolitische Lage mehr denn je.
Damit die Richtung stimmt:
Beide Stimmen ✖️✖️ CDU 🗳

#DasGUTEtun ✖️ #Wählengehen 🗳

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER
#Zweitstimme #ArminLaschet
#wegenmorgen","2021-09-22T06:48:16","Publicación de Facebook",409,9,NA,15,1,0,"2021-09-22","06:48:16",2021-09-22 06:48:16,"r Deutsche",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"287","Für ein gutes #Leben in der #Stadt und auf dem #Land.
#Wahlkreis160 Elbe, Röder & Dresdner Heide

#DasGUTEtun 🍀 #Wählengehen 💚

#btw21 #26Sep #CDU
#vollerEnergie in den #Bundestagswahl
#Erststimme #ROHWER 
#wegenmorgen","2021-09-22T06:00:06","Publicación de Facebook",281,6,NA,1,0,0,"2021-09-22","06:00:06",2021-09-22 06:00:06,"n gutes #L",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"288","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-22T02:30:59","Publicación de Facebook",255,3,NA,2,0,0,"2021-09-22","02:30:59",2021-09-22 02:30:59,"'s drauf a",2021-09-22,NA,NA,NA,NA,NA,NA,NA
"289","🙋🏻‍♂️ Heute Morgen waren wir wieder in #Arnsdorf am #Bahnhof zum #Frühstand 👋

👉 Die ROHWER-Tüten mit dem Apfel 🍏 vom Gut Pesterwitz sind bereits bei vielen Bahnfahrgästen gut bekannt und werden gern mitgenommen. 👌

Danke 🙏 #Morgenjungs für den Einsatz 💪

#DasGUTEtun 🍀 #Wählengehen 💚

#btw21 #26Sep #CDU
#vollerEnergie in den #Bundestag
#Wahlkreis160 Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER
#wegenmorgen","2021-09-21T23:45:33","Publicación de Facebook",446,16,NA,25,0,0,"2021-09-21","23:45:33",2021-09-21 23:45:33,"Heute Morg",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"290","Am Sonntag ist #Bundestagswahl 🗳 und sie ist noch nicht entschieden. Jede Stimme zählt.

Danke, Veit, für deine Unterstützung zu meiner #Kandidatur.
#Wachau Wachau, Sachsen, Germany

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-21T21:01:01","Publicación de Facebook",323,11,NA,1,0,0,"2021-09-21","21:01:01",2021-09-21 21:01:01,"ntag ist #",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"291","Noch 5️⃣ Tage bis zur Bundestagswahl ❌

""#Demokratie heißt, die Wahl haben. #Diktatur heißt, vor die Wahl gestellt sein."" hat die Literaturwissenschaftlerin Jeannine Luczak-Wild richtigerweise mal gesagt.

Die Wahl 🗳 ist noch nicht entschieden, deshalb bitte wählen gehen!

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-21T09:00:00","Publicación de Facebook",342,9,NA,0,0,1,"2021-09-21","09:00:00",2021-09-21 09:00:00,"️⃣ Tage bi",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"292","Auftakt zum Endspurt zur Bundestagswahl 2021 mit Michael Kretschmer & Lars Rohwer","2021-09-21T06:57:19","Publicación de Facebook",272,NA,NA,NA,NA,NA,"2021-09-21","06:57:19",2021-09-21 06:57:19,"t zum Ends",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"293","🤷🏻‍♂️ Jeder ℹ️Stand ist irgendwie anders und der heutige in #Radeberg war im wahrsten Sinne des Sinnes anders. 😉

Erst war es schon eine fröhliche Atmosphäre nebeneinander mit der FDP Sachsen 😀 und dann kam noch Radebergs Oberbürgermeister Gerhard Lemm dazu 🤗 dann war es gleich richtig locker. 😃

#DasGUTEtun ✖️ #Wählengehen 🗳

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER
#Zweitstimme #ArminLaschet
#wegenmorgen","2021-09-21T06:42:08","Publicación de Facebook",898,44,NA,126,3,1,"2021-09-21","06:42:08",2021-09-21 06:42:08,"Jeder ℹ️St",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"294","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-21T02:30:37","Publicación de Facebook",303,8,NA,2,0,0,"2021-09-21","02:30:37",2021-09-21 02:30:37,"'s drauf a",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"295","👍 #Frühstand in Loschwitz-Körnerplatz mit toller #Unterstützung 💪 aus der Geschäftsstelle der CDU Dresden und vom CDU Ortsverband Dresden Loschwitz/Weisser Hirsch 🦌 👌

Danke 🙏 für das frühe Aufstehen und die #Tatkraft.
Weiter geht‘s zum 2. ℹ️ Stand des Tages nach #Radeberg.

#DasGUTEtun ✖️ #Wählengehen 🗳

#btw21 #26Sep #CDU
#vollerEnergie #Wahlkreis160
#Erststimme #ROHWER
#Zweitstimme #ArminLaschet
#wegenmorgen","2021-09-21T00:11:54","Publicación de Facebook",577,22,NA,50,1,1,"2021-09-21","00:11:54",2021-09-21 00:11:54,"hstand in ",2021-09-21,NA,NA,NA,NA,NA,NA,NA
"296","Am Sonntag ist #Bundestagswahl 🗳 und sie ist noch nicht entschieden. ❌

Danke 🙏 für die Unterstützung meiner #Kandidatur, Stefan Schneider.
Großröhrsdorf #Grossroehrsdorf 

#BTW21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-20T21:01:00","Publicación de Facebook",336,10,NA,4,0,0,"2021-09-20","21:01:00",2021-09-20 21:01:00,"ntag ist #",2021-09-20,NA,NA,NA,NA,NA,NA,NA
"297","Michael Kretschmer zur #Bundestagswahl2021

Bei dieser Bundestagswahl geht es um viel! Heute hat Ministerpräsident Michael Kretschmer in Berlin Klartext gesprochen, wofür die CDU und Armin Laschet stehen: Nicht für linke Experimente wie Rot-Rot-Grün und nicht für Populismus und Spalten wie die AfD.
Damit die Richtung stimmt:
Beide Stimmen CDU! ✖️✖️🗳️

Am Donnerstagabend werde ich zusammen mit ihm in Dresden den Endspurt des Wahlkampfes einläuten. Wer dabei sein möchte, bitte unter lars@rohwer2011.de anmelden.
Es wird bei der Veranstaltung aus Gründen der 🦠Pandemie die 3G-Regel gelten.

#Wahlkreis160 Elbe, Röder & Dresdner Heide
#Erststimme #ROHWER 👍
#Zweitstimme #CDU 👍
#wegenmorgen","2021-09-20T11:17:40","Publicación de Facebook",631,37,NA,63,1,5,"2021-09-20","11:17:40",2021-09-20 11:17:40,"l Kretschm",2021-09-20,NA,NA,NA,NA,NA,NA,NA
"298","Armin Laschet sagt es zutreffend: Hartz IV ist kein Beruf. Wir müssen Menschen in Arbeit bringen und das geht offensichtlich mit einer CDU-geführten Bundesregierung besser.

“Streit um Reform des Sozialsystems bei Triell

Die Kanzlerkandidaten von SPD und Grünen haben sich für einen Umbau des Sozialsystems ausgesprochen. SPD-Kandidat Scholz sagte bei der dritten Fernseh-Debatte, die Regelsätze müssten großzügiger bemessen werden. Außerdem müssten die Leistungen für Wohnungen und das Kindergeld steigen. Die Grünen-Kandidatin Baerbock erklärte, jeder dritte Empfänger sei ein Kind im Hartz-IV-System. Die Sätze müssten um 50 Euro erhöht werden. Widerspruch kam von Unionskandidat Laschet. Hartz IV sei kein Beruf. Das größte Problem von Armut sei, wenn Eltern keine Arbeit hätten. Deshalb müsse alles dafür getan werden, damit Menschen in Arbeit kämen.”

Deshalb mit beiden Stimmen - CDU ✖️✖️🗳

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Erststimme #ROHWER #wegenmorgen #Wahlkreis160 Elbe, Röder & Dresdner Heide #DasGUTEtun","2021-09-20T05:03:13","Publicación de Facebook",1608,21,NA,141,21,4,"2021-09-20","05:03:13",2021-09-20 05:03:13,"Laschet sa",2021-09-20,NA,NA,NA,NA,NA,NA,NA
"299","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-20T02:30:36","Publicación de Facebook",324,7,NA,1,0,0,"2021-09-20","02:30:36",2021-09-20 02:30:36,"'s drauf a",2021-09-20,NA,NA,NA,NA,NA,NA,NA
"300","👍 Erster #Frühstand geschafft in der Abschlusswoche des Wahlkampfes zur #Bundestagswahl2021 💪

Danke 🙏 für die wunderbare #Unterstützung von meinem CDU-Ortsverband im Dresdner Westen 👌

#DasGUTEtun #Erststimme #ROHWER #btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #wegenmorgen","2021-09-20T00:03:28","Publicación de Facebook",584,16,NA,13,0,0,"2021-09-20","00:03:28",2021-09-20 00:03:28,"er #Frühst",2021-09-20,NA,NA,NA,NA,NA,NA,NA
"301","Bei der #Bundestagswahl am 26. September die #Mitte zu stärken, erfordert einen wachen Geist und offene Augen.
www.ROHWER2021.de 

#btw21 #26Sep #CDU #Erststimme #Wahlkreis160 Elbe, Röder & Dresdner Heide #ROHWER #vollerEnergie","2021-09-19T21:01:06","Publicación de Facebook",456,9,NA,4,0,1,"2021-09-19","21:01:06",2021-09-19 21:01:06,"r #Bundest",2021-09-19,NA,NA,NA,NA,NA,NA,NA
"302","👍 Auf geht’s zur #Schlussplakatierung 🪧 für diesen #Wahlkampf zur #Bundestagswahl2021 🙋🏻‍♂️

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-19T09:35:06","Publicación de Facebook",1018,40,NA,114,2,1,"2021-09-19","09:35:06",2021-09-19 09:35:06,"geht’s zur",2021-09-19,NA,NA,NA,NA,NA,NA,NA
"303","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-19T02:30:46","Publicación de Facebook",1155,18,NA,38,22,3,"2021-09-19","02:30:46",2021-09-19 02:30:46,"'s drauf a",2021-09-19,NA,NA,NA,NA,NA,NA,NA
"304","Nächsten Sonntag ist #Bundestagswahl 🗳 und sie ist noch nicht entschieden. Jede Stimme zählt.

Danke, Frank, für deine #Unterstützung zu meiner #Kandidatur.
#Arnsdorf Arnsdorf

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-18T21:00:00","Publicación de Facebook",362,7,NA,4,0,0,"2021-09-18","21:00:00",2021-09-18 21:00:00,"en Sonntag",2021-09-18,NA,NA,NA,NA,NA,NA,NA
"305","Meine Antworten für das Online-Portal Pieschen Aktuell:

https://www.rohwer2021.de/aktuelles/2021/-26","2021-09-18T08:00:18","Publicación de Facebook",518,6,NA,22,1,0,"2021-09-18","08:00:18",2021-09-18 08:00:18,"Antworten ",2021-09-18,NA,NA,NA,NA,NA,NA,NA
"306","#Entschlossen für #Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme CDU Armin Laschet #wegenmorgen","2021-09-18T06:00:01","Publicación de Facebook",406,10,NA,8,1,0,"2021-09-18","06:00:01",2021-09-18 06:00:01,"hlossen fü",2021-09-18,NA,NA,NA,NA,NA,NA,NA
"307","Ein intensiver ℹ️Stand war das heute Vormittag in Weixdorf, Sachsen, Germany mit großartiger #Unterstützung von Thomas #deMaiziere.
Danke 🙏 an alle CDU-Mitglieder für den langen Einsatz über vier Stunden. Viele ROHWER-Tüten mit dem Apfel 🍎🍏 vom Gut Pesterwitz.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-18T04:33:14","Publicación de Facebook",717,29,NA,83,1,2,"2021-09-18","04:33:14",2021-09-18 04:33:14,"tensiver ℹ",2021-09-18,NA,NA,NA,NA,NA,NA,NA
"308","Heute bis 13.00 Uhr ℹ️ Stand in Weixdorf.

Danke 🙏 für die #Unterstützung vom CDU-Ortsverband im Dresdner Norden. 👌

#btw21 #26Sep #CDU #vollerEnergie in den  #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-18T02:00:28","Publicación de Facebook",589,24,NA,33,0,1,"2021-09-18","02:00:28",2021-09-18 02:00:28,"bis 13.00 ",2021-09-18,NA,NA,NA,NA,NA,NA,NA
"309","Nächsten Sonntag ist #Bundestagswahl 🗳 und sie ist noch nicht entschieden. ❌

Vielen herzlichen Dank 🙏 an Prof. Dr. Andreas Hänsel für seine #Unterstützung meiner #Kandidatur 
#Radeberg Radeberg

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-17T21:00:01","Publicación de Facebook",322,8,NA,5,0,0,"2021-09-17","21:00:01",2021-09-17 21:00:01,"en Sonntag",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"310","🤜 Geschafft 🤛

3. ℹ️ Stand des Tages erfolgreich erledigt, alle ROHWER-Tüten verteilt 💪 morgen gibt‘s neue. 👍
Danke 🙏 für die #Unterstützung an mein Team #ihrseiddieBesten und allen einen schönen Freitagabend 🙋🏻‍♂️

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-17T08:00:49","Publicación de Facebook",431,16,NA,33,0,0,"2021-09-17","08:00:49",2021-09-17 08:00:49,"hafft 🤛

3",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"311","🤜 Weil's drauf ankommt: CDU 🤛
#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme Armin Laschet #wegenmorgen","2021-09-17T06:00:02","Publicación de Facebook",296,9,NA,4,0,1,"2021-09-17","06:00:02",2021-09-17 06:00:02,"'s drauf a",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"312","👍 #Unterstützung für den #Endspurt im #wahlkampf

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-17T04:00:01","Publicación de Facebook",308,16,NA,5,0,0,"2021-09-17","04:00:01",2021-09-17 04:00:01,"erstützung",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"313","🙋🏻‍♂️ Auch am Markt Lingnerallee war ordentlich was los #heute #Vormittag, gemeinsam mit Dr. Markus Reichel. 👍
2. Infostand des Tages ☑️
numero 3 folgt heute Nachmittag. 😉
Danke 🙏 an mein Team und die Geschäftsstelle der CDU Dresden für die großartige #Unterstützung. 💪

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-17T02:31:18","Publicación de Facebook",1400,94,NA,147,6,7,"2021-09-17","02:31:18",2021-09-17 02:31:18,"Auch am Ma",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"314","👍 Ziemlich viel los war #heute #Morgen an unserem #Frühstand in #Pieschen. 👌
1. Stand des Freitages ☑️ Weiter gehts… am Markt Lingnerallee

Danke 🙏 Barbara Klepsch und an den CDU-Ortsverband Pieschen für eure #Unterstützung. 💪

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-17T00:12:24","Publicación de Facebook",943,57,NA,113,0,1,"2021-09-17","00:12:24",2021-09-17 00:12:24,"lich viel ",2021-09-17,NA,NA,NA,NA,NA,NA,NA
"315","#ROHWER2021 zu den Werten unserer Gesellschaft","2021-09-16T21:00:01","Publicación de Facebook",393,25,NA,26,0,2,"2021-09-16","21:00:01",2021-09-16 21:00:01,"R2021 zu d",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"316","👉 Die #Bewahrung der #Schöpfung 🍀 liegt mir als umweltpolitischer Sprecher der CDU-Fraktion des Sächsischen Landtages bekanntlich sehr am #Herzen. 💚

Der #Kiesabbau in der Nähe #Ottendorf-#Okrilla hat eine lange Tradition und die Qualität der Kiese bzw. Sande ist nicht ohne weiteres anderswo zu haben.

Dennoch muss sich der Kiesabbau mit dem Interesse an der Allgemeinheit an der Erhaltung der #Natur messen lassen. Ich sehe hier für die bergrechtlich bereits genehmigten Abbaufelder im Bereich der Gemarkung Laußnitz als auch das neue Abbaufeld viele offene Fragen. Denn die Flächen liegen in einem Vogelschutzgebiet und grenzen an drei FFH-Gebiete (Fauna, Flora, Habitat) an. Es ist rechtlich notwendig, dass jede erhebliche Beeinträchtigung der Schöpfung durch den Kiesabbau ausgeschlossen wird.
 
Ich habe heute im Ausschuss für #Energie, #Klimaschutz, #Umwelt und #Landwirtschaft (EKULA) des Sächsischer Landtag die #Staatsregierung gefragt, ob ein ausreichender der Nachweis der SPA- und FFH-Verträglichkeit sowohl für den Rahmenbetriebsplan, als auch für die Hauptbetriebspläne geführt wurde. Es genügt - nach meiner Auffassung - nicht, die für den Abbau vorgesehenen Flächen künstlich aus dem Naturraum auszuklammern, weil vor dreißig Jahren dort abbaubare Rohstoffe angenommen wurden. In dreißig Jahren hat sich die Rechtslage, das Verständnis und die Erwartungshaltung der Bürgerinnen und Bürger geändert. 

Meine Fragen konkret: Gibt es für das bereits 1996 genehmigte Abbaufeld Würschnitz II entsprechende Umweltverträglichkeitsprüfungen und FFH-Verträglichkeits-Gutachten? Was für die tatsächliche Aufnahme des Abbaus auf rechtlich zwar dafür vorgesehenen, jetzt aber noch unberührten Flächen gilt, muss - in meinen Augen - erst Recht für Würschnitz III gelten.

#laussnitz Ottendorf-Okrilla Rico Pfeiffer- Unser Bürgermeister für Ottendorf-Okrilla Ottendorf-Okrilla-News Medingen Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft Sächsisches Staatsministerium für Wirtschaft, Arbeit und Verkehr

https://www.rohwer2021.de/wahlkreis/meine-initiativen/moorwaldgebiet-grossdittmannsdorf","2021-09-16T11:00:10","Publicación de Facebook",471,7,NA,5,0,0,"2021-09-16","11:00:10",2021-09-16 11:00:10,"#Bewahrung",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"317","Noch 🔟 Tage bis zur Bundestagswahl ❌

Ich bin der Überzeugung, dass ein funktionierendes Gemeinwesen von existentieller Bedeutung ist. Jede sachliche und faire Diskussion fördert das Gemeinwesen und den Respekt im Umgang miteinander. Jede Form von Rassismus, Ausgrenzung, Diffamierung und Intoleranz lehne ich ab.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-16T09:00:01","Publicación de Facebook",1466,43,NA,62,9,3,"2021-09-16","09:00:01",2021-09-16 09:00:01," Tage bis ",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"318","Wie denke ich über die Dresdner #Neustadt? Das hat mich das Neustadt-Geflüster gefragt. Die Antworten lest ihr hier 👇

https://www.rohwer2021.de/aktuelles/2021/neustadt-gefluester-stellt-fragen

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-16T07:30:53","Publicación de Facebook",625,8,NA,30,0,0,"2021-09-16","07:30:53",2021-09-16 07:30:53,"nke ich üb",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"319","#Deutschland #gemeinsam #machen 

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #Zweitstimme CDU Armin Laschet #wegenmorgen","2021-09-16T06:00:01","Publicación de Facebook",308,10,NA,3,0,0,"2021-09-16","06:00:01",2021-09-16 06:00:01,"chland #ge",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"320","👍 #Unterstützung für den #Endspurt im #Wahlkampf 🙏

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-16T04:00:06","Publicación de Facebook",385,11,NA,12,1,0,"2021-09-16","04:00:06",2021-09-16 04:00:06,"erstützung",2021-09-16,NA,NA,NA,NA,NA,NA,NA
"321","In 🔟 Tagen ist #Bundestagswahl ❌ und sie ist noch nicht entschieden. 🗳

Danke 🙏 Ronny Jahn für die #Unterstützung meiner #Kandidatur. #DRK und #Feuerwehr sind einfach verlässliche Partner.

#btw21 #26Sep #CDU #vollerEnergie in den #Bundestag #Wahlkreis160 Elbe, Röder & Dresdner Heide #Erststimme #ROHWER #wegenmorgen","2021-09-15T21:02:01","Publicación de Facebook",381,9,NA,2,0,2,"2021-09-15","21:02:01",2021-09-15 21:02:01,"agen ist #",2021-09-15,NA,NA,NA,NA,NA,NA,NA
